sid,utt,codec,src,attack,label,trimed,subset,vocoder,s1,s2,s3,s4,btse_feat_embedded,aasistssl_feat_embedded,vocosig_feat_embedded
SEF1,DF_E_4345159,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[42.051453  -5.1429048],[-21.948347 -68.02733 ],[-37.927296 -38.38534 ]
TEF2,DF_E_4388078,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  6.849088 -16.614008],[ 39.97317 -65.03328],[43.590378   6.8739166]
LA_0032,DF_E_3917507,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[63.747673 39.953773],[-1.7171799 30.692219 ],[-41.19556 -53.85209]
LA_0008,DF_E_2777782,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[52.41537  48.203964],[14.687345 52.23318 ],[-35.645023 -76.89329 ]
VCC2TF1,DF_E_2158537,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[53.25097    7.8114014],[37.494816 44.420902],[  1.5323176 -57.017014 ]
VCC2SM4,DF_E_4780018,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-78.59766  -31.408785],[-38.00653 -66.54593],[69.51077 34.89004]
SEM1,DF_E_2249802,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 8.799063  -7.5259104],[-34.58515  -56.122402],[45.482918 59.02196 ]
VCC2TF2,DF_E_4793304,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[14.685214 16.407791],[ 54.29382 -48.60293],[49.554413 54.1629  ]
LA_0018,DF_E_2477519,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[56.12815  44.264893],[-3.5177934 35.724606 ],[-61.56507   13.825509]
LA_0011,DF_E_3631871,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 12.236811 -55.180325],[35.133545 68.21569 ],[-35.07225 -67.62753]
LA_0007,DF_E_3447718,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  3.6543167 -42.12177  ],[28.714743 48.371593],[-28.367886 -76.15906 ]
LA_0042,DF_E_2794379,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[52.43248  18.383812],[41.308445 11.439272],[ 65.05452  -45.741962]
LA_0016,DF_E_2677081,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 22.144772 -45.782986],[36.320683 59.188366],[43.46595  15.481026]
LA_0031,DF_E_2788109,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  5.2554226 -59.89962  ],[ 3.4748526 77.66541  ],[-55.815636  20.313774]
LA_0066,DF_E_4488168,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-11.771697 -59.540024],[-21.592085  61.30343 ],[-39.093597 -37.055397]
VCC2SM2,DF_E_2036314,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  6.6145263 -14.488565 ],[-46.13283  -77.672195],[-12.765805 -27.759739]
LA_0043,DF_E_3002735,low_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[72.71257    3.1704094],[  4.4720564 -49.321815 ],[-66.68666   51.196636]
LA_0001,DF_E_2028953,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 91.693436 -16.045368],[27.484423 45.81024 ],[-59.468052  17.385317]
VCC2SM3,DF_E_2565933,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-22.513683  41.283867],[  1.9302778 -70.42462  ],[ 98.039215 -10.506045]
VCC2TF1,DF_E_2144912,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 48.82332  -26.920877],[ 52.695484 -49.481743],[-12.008444 -90.94447 ]
LA_0048,DF_E_4677067,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  4.3228235 -48.039734 ],[ 6.3009224 76.19903  ],[-51.80645   28.819565]
LA_0030,DF_E_4491394,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  0.06306234 -47.693977  ],[47.764923 27.881592],[-39.759804  35.900295]
LA_0016,DF_E_4186418,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ -9.691775 -57.79856 ],[-1.7610394 53.528244 ],[82.71242  28.369837]
LA_0030,DF_E_4678587,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 13.425582 -12.943274],[38.612183  7.206202],[ 66.305214 -44.65383 ]
LA_0003,DF_E_3050319,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-6.956766 82.13996 ],[ -0.6825095 -69.04175  ],[-15.63221  -22.675234]
LA_0041,DF_E_3759702,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 84.91808  -11.808131],[ 5.3665347 63.88382  ],[-57.142193  64.15657 ]
VCC2SF1,DF_E_4219466,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-82.83228  -26.272654],[ -7.280265 -82.0991  ],[69.77065  32.184486]
LA_0026,DF_E_2903276,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ -9.573969 -46.144463],[50.019875 51.058937],[-42.135376 -71.93587 ]
LA_0036,DF_E_4108054,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[46.307808 32.547894],[ 6.306888 72.10402 ],[-34.432316 -23.496843]
LA_0021,DF_E_2424813,nocodec,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[  2.553268 -38.340054],[20.96902 76.04397],[-67.58833    8.315794]
TEM1,DF_E_4000456,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 79.79287  -11.235052],[34.15136  11.001916],[37.460938  -6.4920855]
TGM1,DF_E_2784972,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 58.932205 -50.78574 ],[67.38798  29.113808],[-32.68484 -21.61616]
VCC2TM2,DF_E_4715024,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 45.675686 -47.87794 ],[ 63.38687  -21.868196],[ 43.296677 -64.21228 ]
LA_0055,DF_E_2339719,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[27.36068 33.30574],[-19.195961  65.4659  ],[ -6.026815 -72.95495 ]
LA_0032,DF_E_2402041,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[40.96411  34.152576],[23.095928 46.608807],[-15.26965  -23.110338]
LA_0018,DF_E_3957504,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  9.335532 -13.735367],[ 40.215103 -59.489826],[62.383526 32.702473]
VCC2TF1,DF_E_3913032,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 45.658833 -50.740044],[34.45161  14.221874],[82.51894  15.540265]
LA_0014,DF_E_4219290,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  4.466337 -66.88971 ],[26.806395 59.176243],[38.34134    3.4928071]
TFF1,DF_E_3024833,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 24.425528 -53.93857 ],[35.67403  69.562225],[60.51839  29.431555]
LA_0014,DF_E_3350536,low_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-12.033965   8.989553],[  8.593976 -85.138405],[47.529003 58.012756]
LA_0014,DF_E_3314087,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 10.304617 -62.31684 ],[27.666965 41.876503],[-62.989254  15.390752]
LA_0023,DF_E_3231180,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 86.06329  -21.464653],[17.557627 69.1236  ],[-33.62502  -27.643967]
LA_0023,DF_E_4477342,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[35.30507  23.113455],[28.692684 56.21263 ],[-33.518734 -73.0743  ]
LA_0011,DF_E_2040522,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 90.8385   -13.097293],[15.141996 43.477627],[-50.60415    -7.0193505]
LA_0014,DF_E_4378225,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 40.952065 -50.964012],[ 53.50719  -42.186684],[-53.709305  67.59096 ]
TGF1,DF_E_2105552,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 56.62531 -26.04251],[68.461006 15.982949],[-34.674725  40.06573 ]
LA_0015,DF_E_2995855,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ -0.8336057 -61.652935 ],[26.500225 47.39263 ],[42.391277  8.619781]
LA_0045,DF_E_2168523,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[40.155758 10.567948],[13.450908 50.47843 ],[-60.07673     3.8862977]
LA_0013,DF_E_3014199,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[  9.430963 -64.8454  ],[24.328945 52.745483],[-39.213398 -34.84214 ]
TEM1,DF_E_2777628,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-63.398205 -19.647682],[ 34.784523 -63.9093  ],[-10.598059 -35.683727]
LA_0019,DF_E_4976723,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[-15.651594 -59.60694 ],[ 2.758138 50.77626 ],[-41.680573 -73.112274]
VCC2TF1,DF_E_4079530,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 4.924221 18.23709 ],[ -8.040133 -80.858   ],[ 57.57063  -51.814354]
LA_0021,DF_E_3472462,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  8.917418 -43.938183],[34.28768  38.292797],[-48.417507  70.46422 ]
LA_0022,DF_E_4402758,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 26.31641  -51.504494],[33.089066 47.03525 ],[-60.618134  59.704636]
VCC2SM3,DF_E_3006946,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-9.571657 82.05244 ],[ -5.7964706 -60.57781  ],[-41.550972  55.302177]
LA_0014,DF_E_3810111,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  1.506663 -48.606224],[29.591545 50.453014],[44.375984 19.665276]
LA_0021,DF_E_4017334,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[49.416725 17.914911],[67.710556 21.838125],[43.06196 64.87416]
TGM1,DF_E_2239744,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 45.853767 -50.345135],[ 62.56578  -20.257727],[70.35793 34.75538]
LA_0046,DF_E_3989104,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 83.161194 -28.118862],[30.497646 70.68086 ],[-65.38435     2.1387138]
LA_0018,DF_E_4117959,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  6.2882175 -37.584805 ],[42.56314  45.727737],[-34.955765 -77.37961 ]
VCC2TF1,DF_E_2904692,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 19.505035 -14.924477],[46.29724    2.4344223],[-31.74996  -44.541542]
VCC2SM2,DF_E_4850807,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-23.798836  31.292755],[-58.10022  -57.185917],[41.71843  16.885975]
VCC2SM2,DF_E_2124724,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-24.76965   18.290312],[ 30.95031  -72.213295],[  0.5724571 -49.025345 ]
LA_0053,DF_E_3978812,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  9.185568 -61.583256],[49.966038 41.19345 ],[-46.246067  71.552284]
LA_0028,DF_E_4537189,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[58.393208 -1.333586],[49.155067   1.9935111],[47.53631  58.655437]
LA_0015,DF_E_2432912,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-13.562228 -56.103706],[-0.704908 41.635216],[-58.45102  21.48802]
VCC2SF3,DF_E_4741367,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 7.1085525 14.885591 ],[ 10.048653 -84.475105],[ 69.41543  -41.787827]
LA_0032,DF_E_2510065,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[10.735603 -9.463918],[40.048855   5.7402077],[ 46.62351 -61.18129]
LA_0016,DF_E_3794111,high_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-55.475376 -21.56672 ],[  1.6542437 -64.521736 ],[33.348946 81.46649 ]
VCC2SM2,DF_E_3543004,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-20.617292  26.99695 ],[-43.311966 -77.56232 ],[ -9.536501 -40.67638 ]
LA_0039,DF_E_4530086,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-11.399935 -51.697018],[56.003754 33.5129  ],[ 44.700954 -62.922054]
LA_0046,DF_E_4044895,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 26.560436 -61.967735],[57.476498 28.173904],[-25.3166  -77.76425]
LA_0013,DF_E_2929710,oggm4a,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-2.320135 29.133028],[  2.6199129 -58.48818  ],[ 65.54484  -45.315475]
LA_0002,DF_E_3527983,low_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-6.062381 26.217354],[59.684807   4.5182023],[52.43761  47.890892]
LA_0028,DF_E_2626769,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 82.782715 -25.941807],[-7.528369 35.58476 ],[-64.15811   16.898588]
LA_0023,DF_E_4625229,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[51.12937  18.046953],[29.908033 70.31517 ],[-43.21687 -17.21605]
VCC2SF1,DF_E_4928614,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 11.440202 -64.26139 ],[15.061621 57.05855 ],[-25.799591 -85.95884 ]
LA_0039,DF_E_3084441,low_m4a,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[ 3.0021713 28.684666 ],[ 13.525132 -79.39968 ],[85.18396  23.103281]
LA_0056,DF_E_2753901,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[39.109356 14.068113],[14.0038595 43.25496  ],[-40.72408  38.50212]
LA_0029,DF_E_4261491,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[84.22266  -9.199558],[ 4.6343603 38.654106 ],[-68.44423      0.14809784]
LA_0016,DF_E_4204305,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  8.309569 -42.417976],[19.4713   58.099976],[-59.601353  29.66221 ]
LA_0014,DF_E_2116351,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[50.79995  18.788527],[49.15317 42.69967],[-37.763027 -38.613213]
LA_0037,DF_E_2774773,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 10.238661 -13.616511],[ 63.848053 -19.55465 ],[-35.82016 -52.17069]
LA_0049,DF_E_4562489,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 12.874173 -45.43118 ],[ 48.81393  -50.516838],[-22.199291 -88.380905]
VCC2SM4,DF_E_3246102,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[35.37651    -0.23156264],[-47.139935 -58.74715 ],[ 34.17865  -11.035129]
LA_0036,DF_E_3534592,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[62.467876 45.19102 ],[17.232126 69.60877 ],[-61.95479   -5.797309]
LA_0051,DF_E_3948721,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[63.38601 46.87669],[ 1.1419171 73.19087  ],[49.514896 23.286825]
LA_0027,DF_E_4797200,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[-16.873373 -57.544735],[11.698195 58.90147 ],[-61.489616  17.954163]
LA_0004,DF_E_4887801,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ -1.4648861 -49.590034 ],[29.375597 72.970795],[-34.792892 -72.84875 ]
LA_0036,DF_E_2170680,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[49.496628 29.705156],[14.885975 72.82884 ],[-41.25314  -17.015862]
LA_0047,DF_E_3703325,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[64.86471  46.732315],[38.868313 54.239155],[61.58567 32.15742]
LA_0040,DF_E_3169464,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[59.916733 25.851583],[46.4461   43.931313],[-37.013176 -54.025585]
VCC2TF1,DF_E_2276108,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-70.7841  -34.47797],[-46.395046 -77.658714],[ 64.80507  -45.953163]
LA_0001,DF_E_2861183,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ -5.3600397 -45.07314  ],[32.69174 48.36069],[-22.52868 -87.72737]
TEF2,DF_E_4951752,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[-13.613043   7.459299],[ 52.712784 -50.936047],[-41.45814 -70.40707]
LA_0023,DF_E_3431064,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[41.317715 12.119821],[64.1816   20.180635],[-50.912743   -7.4093633]
LA_0046,DF_E_3566003,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 88.16958  -18.124783],[32.34952 67.2535 ],[-61.409985    5.6852975]
LA_0015,DF_E_4281918,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[  1.3522236 -43.48091  ],[-12.637777  47.000725],[ -6.1128263 -67.953384 ]
LA_0011,DF_E_3464242,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[-15.905296 -61.707916],[14.875986 75.32359 ],[-34.463493 -80.02565 ]
LA_0003,DF_E_4868453,high_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[-1.4461799 29.382713 ],[ 59.17166  -37.992126],[ -4.23753 -74.08523]
LA_0046,DF_E_4474136,high_mp3,asvspoof,-,bonafide,trim,hidden,bonafide,-,-,-,-,[ 28.28705  -25.241636],[ -0.83038217 -46.548084  ],[82.42812  26.373829]
LA_0036,DF_E_4198165,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[  8.046778 -60.60317 ],[45.700237 36.66678 ],[38.672173    0.79729193]
TEF2,DF_E_3926306,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,[89.56545  17.284786],[-47.748962 -53.129475],[ 67.27743 -43.74825]
VCC2TF2,DF_E_3133257,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 59.125668 -49.741325],[44.47349    4.6104217],[-63.050915  -7.08467 ]
LA_0024,DF_E_3383346,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[59.946285 47.563164],[-2.4428694 40.178486 ],[-40.15601   35.644825]
LA_0040,DF_E_3615498,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[53.131947 33.949238],[-13.047556  51.944923],[-33.681805 -35.39209 ]
LA_0030,DF_E_3180047,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[65.85838  44.440575],[-5.0114956 75.0926   ],[-63.49294   56.614704]
LA_0003,DF_E_2135528,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[26.763891 33.896206],[23.57579  62.767334],[ -8.948653 -41.147564]
LA_0040,DF_E_4235713,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[44.277885 11.608178],[16.04617  41.447014],[-36.351482 -22.23345 ]
LA_0044,DF_E_3680954,high_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -9.611808 -41.714134],[ 0.17238006 39.768677  ],[77.10807  31.401024]
LA_0011,DF_E_2632859,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 81.79062  -17.734533],[-5.99582  31.231634],[-16.778269  31.288263]
LA_0028,DF_E_3655768,low_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[59.543476 23.059692],[-5.4483113 71.414314 ],[52.648468 49.513702]
LA_0011,DF_E_2025464,high_mp3,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ 28.317314 -65.22711 ],[35.141125 68.16217 ],[-22.102661 -79.48106 ]
